date,open,high,low,close,volume,increase,increaserate,change,PE,PB,A-index,communicaiton-index,label
2019-12-31,1.7144633737181654,1.8353257761963684,1.7726586381395608,1.8073654631987943,1.4681280077258194,1.5129359156349727,1.04886193639697,1.321340237617152,-1.2311826417896232,2.649028525337684,0.6256253342542153,1.2096133892464742,1
2019-12-30,1.5639576796665973,1.635896243624164,1.6203342111737262,1.6792368385594096,0.5729686509791123,1.0341914158229566,0.7238371186632507,0.45054935392750056,-1.2065585535091925,2.499740940653257,0.6045640954748561,1.1772339333049031,1
2019-12-27,1.6416778331522426,1.5935930094421809,1.6568417184630584,1.5917644121229064,0.16554995466244898,-0.37302726544266607,-0.2959986849683603,0.0542136222141621,-1.189762119382976,2.397911583982454,0.5697947959698622,1.1486416856239292,0
2019-12-26,1.6133038088638325,1.5657937412654488,1.6505473206545531,1.6237965682827524,-0.16918624528393256,0.2217765070510507,0.1333275217731374,-0.27134566791810844,-1.1958350971940837,2.434728605387458,0.5956493880928647,1.1924762695084636,1
2019-12-25,1.508443284319707,1.5851323626057843,1.5724967878290836,1.6053164781905336,0.5044614234776676,0.9181321431412558,0.6499791184280451,0.38409231157108376,-1.1922866648565766,2.4132131730474033,0.5683117483122851,1.1835481800777596,1
2019-12-24,1.4442933163633005,1.4678919707300035,1.4931873754419143,1.5277000998032138,0.2225497445215329,1.2518025521011458,0.9206027699616489,0.10981046080574208,-1.1773855938181252,2.3228794264355463,0.553828467823162,1.142328948488387,1
2019-12-23,1.5294153892285323,1.452179340890981,1.494446255003615,1.4217475832744917,0.33516958733935415,-1.6061570376857377,-1.2030273797954323,0.2193997897054601,-1.1570407273544017,2.199612310465627,0.5024477123077679,1.0813852675084936,0
2019-12-20,1.6651172445209301,1.621392277618912,1.636699645475841,1.5585002499569118,0.6452953197909072,-1.6206644467709503,-1.1750293854644283,0.5211406783989404,-1.183298345058927,2.3587643713492854,0.57526057514962,1.1849534637129608,0
2019-12-19,1.642911486382174,1.656443528798269,1.695866984875793,1.6964849226454808,0.6143566255625715,0.3523431888179641,0.22416152110271131,0.4910282952328017,-1.2097904406712172,2.519314546969842,0.6037878093843216,1.2558950008655956,1
2019-12-18,1.5861634378053533,1.7035814183153357,1.645511802407748,1.6669167784979302,1.3969910938856622,0.9616543703968936,0.6722003113970826,1.2524766728355723,-1.20411216733818,2.4849053898339415,0.5957954748983635,1.263624343916198,1
