date,open,high,low,close,volume,increase,increaserate,change,PE,PB,A-index,communicaiton-index,label
2011/12/30,-0.501625267,-0.512177684,-0.513922452,-0.49788915,-0.765922508,0.076803406,0.096853056,-0.795479004,0.303014311,-0.423515804,-1.330240885,-1.161849269,1
2011/12/29,-0.538360714,-0.526087346,-0.506677192,-0.504970351,-0.866231056,0.118778823,0.161292979,-0.916574894,0.300497919,-0.430226798,-1.365548679,-1.174000701,1
2011/12/28,-0.500440253,-0.524928208,-0.562224186,-0.515592152,-0.78186177,-0.217024514,-0.346002305,-0.814692804,0.296725313,-0.440330992,-1.367966609,-1.181824083,0
2011/12/27,-0.431709417,-0.455379898,-0.469243348,-0.49788915,-0.838126138,-0.818672159,-1.211312986,-0.882675388,0.303014311,-0.423515804,-1.358232669,-1.170808043,0
2011/12/26,-0.396158985,-0.428719712,-0.399205834,-0.429437543,-0.855257427,-0.105090068,-0.172014513,-0.903051806,0.327342071,-0.358366377,-1.306417726,-1.139088136,0
2011/12/23,-0.423414316,-0.431037989,-0.413696355,-0.421176142,-0.818687386,0.132770629,0.174038555,-0.858811114,0.330278522,-0.350448912,-1.287408973,-1.143782071,1
2011/12/22,-0.443559561,-0.447265928,-0.439054765,-0.432978143,-0.788919978,-0.13307368,-0.212672188,-0.822769943,0.326085857,-0.361684172,-1.3007151,-1.152965507,0
2011/12/21,-0.410379158,-0.413650912,-0.397998291,-0.422356342,-0.830261206,0.034827989,0.030989046,-0.872823726,0.329858463,-0.351579978,-1.280691545,-1.13734328,1
2011/12/20,-0.434079446,-0.439151959,-0.414903898,-0.425896943,-0.841826961,0.076803406,0.092402785,-0.886775147,0.328602248,-0.354973178,-1.233375627,-1.115846774,1
2011/12/19,-0.485035065,-0.454220759,-0.486148955,-0.432978143,-0.753477136,0.5525248,0.805229382,-0.779875441,0.326085857,-0.361684172,-1.224602851,-1.112504652,1
2011/12/16,-0.528880598,-0.513336823,-0.495809302,-0.480186148,-0.840424812,0.580508411,0.869170875,-0.885123005,0.309307271,-0.406625212,-1.230151004,-1.122467149,1
2011/12/15,-0.463704806,-0.485517499,-0.499431932,-0.529754554,-0.795432184,-0.804680354,-1.209853297,-0.83066351,0.29169253,-0.453828385,-1.284903078,-1.147432108,0
2011/12/14,-0.461334777,-0.439151959,-0.431809505,-0.462483146,-0.858123869,-0.13307368,-0.215306748,-0.906539661,0.315600231,-0.389810024,-1.238797198,-1.116496787,0
2011/12/13,-0.410379158,-0.427560574,-0.429394418,-0.451861345,-0.817046535,-0.650770491,-0.952627637,-0.85679183,0.319372837,-0.379705831,-1.205285152,-1.095796854,0
2011/12/12,-0.408009129,-0.415969189,-0.402828465,-0.39757214,-0.858905366,-0.007147428,-0.029997467,-0.907457518,0.338667815,-0.327978392,-1.141316193,-1.054301841,0
2011/12/9,-0.390233913,-0.392786419,-0.391960574,-0.39757214,-0.824342902,-0.342950765,-0.504965983,-0.865664444,0.338667815,-0.327978392,-1.114165428,-1.047313521,0
2011/12/8,-0.402084057,-0.382354173,-0.390753031,-0.369247337,-0.753676547,0.412606743,0.573779691,-0.780120203,0.348733381,-0.301059011,-1.093764274,-1.03650229,1
2011/12/7,-0.460149763,-0.428719712,-0.425771788,-0.40465334,-0.784060946,0.74841008,1.09100798,-0.81689566,0.336151423,-0.334764791,-1.096684241,-1.047964096,1
2011/12/6,-0.485035065,-0.493631468,-0.457167915,-0.468384147,-0.878498475,0.202729657,0.284156059,-0.93113822,0.313499936,-0.395389952,-1.103813596,-1.063903042,1
2011/12/5,-0.44592959,-0.46928956,-0.458375458,-0.486087149,-0.749800345,-0.510852434,-0.768279614,-0.775469729,0.307210939,-0.412280544,-1.107733347,-1.071047754,0
2011/12/2,-0.408009129,-0.434515405,-0.417318985,-0.443599944,-0.768044044,-0.314967154,-0.475522991,-0.797498289,0.322309288,-0.371788366,-1.040247983,-1.039114891,0
2011/12/1,-0.392603941,-0.402059527,-0.388337944,-0.417635542,-0.658656789,0.286680492,0.400432738,-0.665204548,0.331538699,-0.347131117,-0.995839159,-1.011199354,1
2011/11/30,-0.355868495,-0.383513311,-0.426979331,-0.442419744,-0.594116849,-1.098508274,-1.560000614,-0.58706435,0.322729347,-0.370732704,-1.04122202,-1.030070523,0
2011/11/29,-0.315578005,-0.35337571,-0.342451297,-0.350364135,-0.721428978,-0.077106457,-0.127796621,-0.74114189,0.3554464,-0.283112756,-0.947474111,-0.971548276,0
2011/11/28,-0.301357832,-0.323238109,-0.312262714,-0.344463134,-0.77578639,-0.356942571,-0.512406836,-0.806921617,0.357542733,-0.277457424,-0.981033357,-0.982579956,0
2011/11/25,-0.301357832,-0.316283278,-0.288111847,-0.314958131,-0.860938732,-0.286983543,-0.411795111,-0.909905135,0.368028358,-0.249406976,-0.982983578,-0.968720378,0
2011/11/24,-0.309652933,-0.329033802,-0.312262714,-0.291354128,-0.77954209,0.048819795,0.046511591,-0.81144971,0.376417651,-0.226936456,-0.966587992,-0.95191481,1
2011/11/23,-0.283582616,-0.309328447,-0.279659044,-0.296074929,-0.791361029,0.006844377,-0.010843501,-0.825707084,0.374737415,-0.231385318,-0.966178209,-0.949554217,1
2011/11/22,-0.319133048,-0.334829494,-0.312262714,-0.297255129,-0.771876025,-0.007147428,-0.029997467,-0.802148763,0.374317356,-0.232516384,-0.957040706,-0.946427112,0
2011/11/21,-0.304912875,-0.318601555,-0.284489217,-0.297255129,-0.799748276,0.132770629,0.162432248,-0.835864698,0.374317356,-0.232516384,-0.956289796,-0.948293242,1
