DATE,CLOSE,PREDICT
2011/9/5,18.75,18
2011/9/6,17.98,17
2011/9/7,17.5,16
2011/9/8,17.82,17
2011/9/9,17.83,17
2011/9/13,17.65,16
2011/9/14,17.8,16
2011/9/15,17.91,16
2011/9/16,18.27,17
2011/9/19,18.64,18
2011/9/20,18.53,18
2011/9/21,18.4,17
2011/9/22,19.15,19
2011/9/23,18.72,18
2011/9/26,18.45,17
2011/9/27,18.59,17
2011/9/28,19.25,18
2011/9/29,19.4,19
2011/9/30,18.95,18
2011/10/10,18.9,18
2011/10/11,18.3,18
2011/10/12,17.05,15
2011/10/13,17.31,16
2011/10/14,17.37,16
2011/10/17,17.22,16
2011/10/18,17.43,17
2011/10/19,16.77,16
2011/10/20,16.2,15
2011/10/21,15.89,14
2011/10/24,15.99,14
2011/10/25,16.39,14
2011/10/26,16.95,15
2011/10/27,17.4,16
2011/10/28,17.45,16
2011/10/31,17.83,17
2011/11/1,17.81,16
2011/11/2,18.04,16
2011/11/3,18.73,18
2011/11/4,18.72,17
2011/11/7,19.07,18
2011/11/8,19.14,19
2011/11/9,18.35,17
2011/11/10,18.42,18
2011/11/11,18.24,17
2011/11/14,18.16,17
2011/11/15,18.65,17
2011/11/16,19.02,18
2011/11/17,18.68,17
2011/11/18,18.94,18
2011/11/21,18.5,17
2011/11/22,18.6,18
2011/11/23,18.6,18
2011/11/24,18.61,18
2011/11/25,18.65,18
2011/11/28,18.45,18
2011/11/29,18.2,17
2011/11/30,18.15,18
2011/12/1,17.37,16
2011/12/2,17.58,17
2011/12/5,17.36,16
2011/12/6,17,16
2011/12/7,17.15,15
2011/12/8,17.69,16
2011/12/9,17.99,17
2011/12/12,17.75,17
2011/12/13,17.75,17
2011/12/14,17.29,16
2011/12/15,17.2,16
2011/12/16,16.63,15
2011/12/19,17.05,16
2011/12/20,17.45,16
2011/12/21,17.51,16
2011/12/22,17.54,17
2011/12/23,17.45,16
2011/12/26,17.55,17
2011/12/27,17.48,17
2011/12/28,16.9,16
2011/12/29,16.75,16
2011/12/30,16.84,16
2012/1/4,16.9,16
2012/1/5,16.8,16
2012/1/6,16.7,16
2012/1/9,16.27,15
2012/1/10,16.71,15
2012/1/11,17.45,17
2012/1/12,17.46,17
2012/1/13,17.59,18
2012/1/16,17,17
2012/1/17,16.65,15
2012/1/18,17.35,17
2012/1/19,16.7,17
2012/1/20,15.03,13
2012/1/30,15.35,15
2012/1/31,14.85,14
2012/2/1,14.8,14
2012/2/2,14.76,13
2012/2/3,15.08,14
2012/2/6,15.25,14
2012/2/7,15.55,15
2012/2/8,15.3,14
2012/2/9,15.68,15
2012/2/10,15.4,14
2012/2/13,15.61,15
2012/2/14,15.55,15
2012/2/15,15.34,13
2012/2/16,16.26,15
2012/2/17,16.58,16
2012/2/20,16.49,16
2012/2/21,16.43,15
2012/2/22,16.61,15
2012/2/23,17.23,17
2012/2/24,17.29,17
2012/2/27,17.28,16
2012/2/28,17.47,17
2012/2/29,17.19,17
2012/3/1,17.15,17
2012/3/2,17.1,16
2012/3/5,17.42,17
2012/3/6,17.19,17
2012/3/7,16.99,16
2012/3/8,16.93,16
2012/3/9,16.87,16
2012/3/12,17.25,16
2012/3/13,17.8,17
2012/3/14,17.93,18
2012/3/15,17.11,16
2012/3/16,17.56,17
2012/3/19,17.65,17
2012/3/20,18.15,18
2012/3/21,17.62,17
2012/3/22,17.53,17
2012/3/23,17.11,17
2012/3/26,16.7,16
