2011/9/15,0
2011/9/16,-1
2011/9/19,2
2011/9/20,1
2011/9/22,1
2011/9/23,1
2011/9/26,4
2011/9/28,1
2011/9/29,-1
2011/9/30,2
2011/10/10,0
2011/10/12,-2
2011/10/14,2
2011/10/17,1
2011/10/19,1
2011/10/24,2
2011/10/27,2
2011/10/28,3
2011/10/31,1
2011/11/1,-1
2011/11/2,1
2011/11/3,3
2011/11/4,2
2011/11/9,4
2011/11/10,1
2011/11/11,1
2011/11/15,-1
2011/11/16,3
2011/11/17,4
2011/11/18,-1
2011/11/21,1
2011/11/22,4
2011/11/23,5
2011/11/24,-2
2011/11/28,2
2011/12/1,1
2011/12/2,2
2011/12/6,-1
2011/12/7,1
2011/12/13,1
2011/12/14,2
2011/12/15,1
2011/12/22,2
2011/12/23,2
2011/12/26,1
2011/12/28,1
2011/12/30,1
2011/12/31,2
2012/1/4,1
2012/1/17,1
2012/1/19,-1
2012/1/20,-1
2012/1/29,-1
2012/1/30,0
2012/1/31,1
2012/2/3,1
2012/2/6,1
2012/2/7,2
2012/2/8,3
2012/2/9,-1
2012/2/14,-2
2012/2/15,-1
2012/2/16,1
2012/2/20,1
2012/2/24,1
2012/3/7,1
2012/3/8,1
2012/3/9,1
2012/3/16,1
2012/3/28,1
2012/3/29,3
2012/3/30,1
2012/4/9,1
2012/4/10,1
2012/4/11,3
2012/4/12,-2
2012/4/19,1
2012/4/23,0
2012/4/24,-1
2012/4/25,1
2012/4/26,1
2012/4/27,1
2012/4/28,0
2012/5/7,2
2012/5/11,2
2012/5/15,1
2012/5/23,1
2012/5/28,-1
2012/5/29,-2
2012/5/30,-1
2012/6/6,1
2012/6/7,1
2012/6/11,1
2012/6/12,1
2012/6/13,1
2012/6/14,-1
2012/6/18,1
2012/6/21,1
2012/6/25,1
2012/6/26,-1
2012/6/28,1
2012/7/4,1
2012/7/10,1
2012/7/12,-1
2012/7/13,1
2012/7/16,-3
2012/7/17,0
2012/7/20,1
2012/7/23,1
2012/7/25,1
2012/8/17,-1
2012/8/22,-1
2012/8/23,-1
2012/8/27,1
2012/8/28,1
2012/8/31,1
2012/9/5,1
2012/9/10,1
2012/9/11,0
2012/9/14,-1
2012/9/15,-1
2012/9/17,-1
2012/9/21,1
2012/10/8,1
2012/10/9,2
2012/10/10,-2
2012/10/11,1
2012/10/14,-1
2012/10/15,0
2012/10/16,1
2012/10/17,0
2012/10/18,-2
2012/10/19,1
2012/10/22,1
2012/10/25,0
2012/10/26,1
2012/10/30,-1
2012/11/5,-1
2012/11/9,-1
2012/11/14,1
2012/11/16,1
2012/11/19,1
2012/11/26,1
2012/11/27,1
2012/11/29,1
2012/12/3,1
2012/12/4,2
2012/12/8,-1
2012/12/9,-1
2012/12/13,-1
2012/12/14,1
2012/12/18,1
2012/12/19,0
2012/12/21,1
2012/12/25,1
2012/12/28,-1
2012/12/31,1
2013/1/5,1
2013/1/9,1
2013/1/14,1
2013/1/18,1
2013/1/20,0
2013/1/21,-1
2013/1/22,1
2013/1/23,-1
2013/1/30,-1
2013/1/31,-1
2013/2/1,-1
2013/2/4,-1
2013/2/18,-1
2013/2/19,-4
2013/2/20,-1
2013/2/23,-1
2013/2/25,0
2013/2/27,1
2013/3/5,2
2013/3/6,2
2013/3/7,2
2013/3/8,0
2013/3/11,-1
2013/3/12,-5
2013/3/13,0
2013/3/14,0
2013/3/15,3
2013/3/18,1
2013/3/19,0
2013/3/20,0
2013/3/21,-1
2013/3/23,1
2013/3/26,-2
2013/3/27,2
2013/3/28,-8
2013/3/29,-2
2013/3/30,-1
2013/4/1,4
2013/4/2,2
2013/4/3,5
2013/4/4,0
2013/4/7,-1
2013/4/8,3
2013/4/9,1
2013/4/10,1
2013/4/11,1
2013/4/15,-3
2013/4/16,-6
2013/4/17,0
2013/4/18,-3
2013/4/19,-1
2013/4/20,0
2013/4/21,5
2013/4/22,-1
2013/4/23,-3
2013/4/24,6
2013/4/25,1
2013/4/26,10
2013/4/27,8
2013/4/28,2
2013/4/29,1
2013/5/2,6
2013/5/3,7
2013/5/6,2
2013/5/7,1
2013/5/8,-3
2013/5/9,-6
2013/5/10,0
2013/5/13,-1
2013/5/14,-1
2013/5/15,4
2013/5/16,1
2013/5/17,-3
2013/5/18,-1
2013/5/19,-1
2013/5/20,6
2013/5/21,0
2013/5/22,2
2013/5/23,2
2013/5/24,-4
2013/5/28,4
2013/5/29,-5
2013/5/30,1
2013/5/31,2
2013/6/3,2
2013/6/4,4
2013/6/5,5
2013/6/6,4
2013/6/7,1
2013/6/8,1
2013/6/9,2
2013/6/10,1
2013/6/13,-1
2013/6/14,1
2013/6/17,5
2013/6/18,5
2013/6/19,4
2013/6/20,6
2013/6/21,0
2013/6/22,1
2013/6/23,1
2013/6/24,1
2013/6/25,7
2013/6/26,7
2013/6/27,1
2013/6/28,1
2013/7/1,-2
2013/7/2,4
2013/7/3,1
2013/7/4,4
2013/7/5,3
2013/7/8,2
2013/7/9,0
2013/7/10,1
2013/7/12,1
2013/7/14,2
2013/7/15,2
2013/7/16,2
2013/7/18,1
2013/7/19,2
2013/7/22,2
2013/7/23,34
2013/7/24,11
2013/7/25,0
2013/7/26,3
2013/7/27,-1
2013/7/28,-1
2013/7/29,2
2013/7/30,2
2013/7/31,1
2013/8/1,7
2013/8/2,1
2013/8/5,2
2013/8/6,1
2013/8/7,3
2013/8/14,-1
2013/8/16,1
2013/8/19,1
2013/8/20,4
2013/8/21,2
2013/8/22,4
2013/8/23,9
2013/8/24,1
2013/8/26,3
2013/8/27,2
2013/8/28,1
2013/8/29,1
2013/8/30,-1
2013/9/2,3
2013/9/4,1
2013/9/5,1
2013/9/6,2
2013/9/7,1
2013/9/9,1
2013/9/10,1
2013/9/11,1
2013/9/13,-1
2013/9/17,2
2013/9/18,-2
2013/9/22,1
2013/9/23,1
2013/9/25,1
2013/9/27,2
2013/9/30,2
2013/10/1,1
2013/10/3,-1
2013/10/4,1
2013/10/8,3
2013/10/9,2
2013/10/10,4
2013/10/11,-1
2013/10/12,3
2013/10/14,4
2013/10/15,2
2013/10/16,12
2013/10/17,5
2013/10/18,2
2013/10/21,5
2013/10/22,11
2013/10/23,17
2013/10/24,5
2013/10/25,5
2013/10/26,1
2013/10/28,5
2013/10/29,3
2013/10/30,3
2013/10/31,2
2013/11/1,7
2013/11/2,1
2013/11/3,1
2013/11/4,2
2013/11/5,0
2013/11/6,3
2013/11/7,-1
2013/11/9,-1
2013/11/11,1
2013/11/12,2
2013/11/13,1
2013/11/14,2
2013/11/16,1
2013/11/22,1
2013/11/26,5
2013/11/27,2
2013/12/2,1
2013/12/3,2
2013/12/4,3
2013/12/5,0
2013/12/6,2
2013/12/9,2
2013/12/10,1
2013/12/13,2
2013/12/16,2
2013/12/17,2
2013/12/18,2
2013/12/20,3
2013/12/21,1
2013/12/28,1
2013/12/29,1
2013/12/31,2
2014/1/1,2
2014/1/2,-1
2014/1/3,2
2014/1/6,0
2014/1/7,1
2014/1/8,-1
2014/1/9,0
2014/1/10,2
2014/1/15,-2
2014/1/16,2
2014/1/17,2
2014/1/20,4
2014/1/21,7
2014/1/22,1
2014/1/26,1
2014/1/27,1
2014/1/28,-1
2014/2/10,-1
2014/2/11,2
2014/2/13,1
2014/2/14,1
2014/2/15,1
2014/2/17,1
2014/2/18,2
2014/2/19,1
2014/2/20,1
2014/2/21,2
2014/2/22,1
2014/2/24,2
2014/2/25,2
2014/2/26,3
2014/2/27,3
2014/2/28,1
2014/3/3,0
2014/3/4,2
2014/3/5,2
2014/3/6,4
2014/3/7,0
2014/3/10,4
2014/3/12,1
2014/3/13,2
2014/3/14,3
2014/3/17,0
2014/3/18,2
2014/3/19,2
2014/3/20,5
2014/3/21,2
2014/3/26,5
2014/3/27,16
2014/3/28,2
2014/3/30,1
2014/3/31,1
2014/4/1,6
2014/4/2,1
2014/4/3,2
2014/4/4,3
2014/4/5,0
2014/4/6,-1
2014/4/8,3
2014/4/9,3
2014/4/10,5
2014/4/11,7
2014/4/14,7
2014/4/17,4
2014/4/18,5
2014/4/19,1
2014/4/20,-1
2014/4/21,3
2014/4/22,5
2014/4/23,0
2014/4/24,1
2014/4/25,1
2014/4/26,2
2014/4/28,6
2014/4/29,1
2014/4/30,2
2014/5/2,1
2014/5/4,1
2014/5/7,-1
2014/5/8,1
2014/5/9,-1
2014/5/14,1
2014/5/16,-2
2014/5/17,2
2014/5/18,1
2014/5/19,0
2014/5/20,1
2014/5/21,3
2014/5/23,1
2014/5/24,1
2014/5/26,2
2014/5/29,1
2014/6/3,0
2014/6/4,1
2014/6/5,1
2014/6/6,1
2014/6/7,-1
2014/6/9,5
2014/6/10,5
2014/6/11,4
2014/6/12,1
2014/6/13,0
2014/6/16,2
2014/6/17,-1
2014/6/19,3
2014/6/20,2
2014/6/23,2
2014/6/25,2
2014/6/26,1
2014/6/27,1
2014/6/30,1
2014/7/1,1
2014/7/2,1
2014/7/7,1
2014/7/8,-1
2014/7/9,4
2014/7/10,1
2014/7/11,5
2014/7/12,1
2014/7/14,2
2014/7/15,8
2014/7/16,5
2014/7/17,-1
2014/7/21,1
2014/7/22,-1
2014/7/24,5
2014/7/25,2
2014/7/28,2
2014/7/31,1
2014/8/5,0
2014/8/11,1
2014/8/18,-2
2014/8/20,6
2014/8/21,8
2014/8/22,0
2014/8/25,1
2014/8/26,2
2014/8/27,3
2014/8/28,4
2014/8/30,1
2014/9/2,5
2014/9/4,1
2014/9/9,4
2014/9/10,3
2014/9/11,2
2014/9/13,1
2014/9/15,2
2014/9/16,1
2014/9/17,4
2014/9/18,3
2014/9/19,9
2014/9/20,1
2014/9/22,8
2014/9/23,1
2014/9/24,3
2014/9/25,4
2014/9/26,2
2014/9/29,0
2014/9/30,1
2014/10/1,1
2014/10/8,2
2014/10/9,3
2014/10/10,3
2014/10/11,-1
2014/10/13,-1
2014/10/15,2
2014/10/16,4
2014/10/17,2
2014/10/20,3
2014/10/21,4
2014/10/23,5
2014/10/24,9
2014/10/26,1
2014/10/27,6
2014/10/28,1
2014/10/29,3
2014/10/30,1
2014/10/31,3
2014/11/1,1
2014/11/3,2
2014/11/4,2
2014/11/5,6
2014/11/6,1
2014/11/7,3
2014/11/8,2
2014/11/10,4
2014/11/11,2
2014/11/12,3
2014/11/13,5
2014/11/14,0
2014/11/15,3
2014/11/16,1
2014/11/17,0
2014/11/18,2
2014/11/19,6
2014/11/20,5
2014/11/21,2
2014/11/22,-1
2014/11/24,2
2014/11/25,-4
2014/11/26,3
2014/11/27,1
2014/11/28,1
2014/12/2,1
2014/12/3,1
2014/12/8,2
2014/12/9,3
2014/12/10,2
2014/12/11,2
2014/12/14,1
2014/12/15,2
2014/12/16,7
2014/12/17,9
2014/12/18,6
2014/12/19,2
2014/12/22,5
2014/12/24,1
2014/12/25,2
2014/12/26,6
2014/12/27,1
2014/12/29,3
2014/12/30,9
2014/12/31,7
2015/1/4,3
2015/1/5,7
2015/1/6,7
2015/1/7,1
2015/1/8,4
2015/1/9,2
2015/1/12,2
2015/1/13,3
2015/1/15,3
2015/1/16,5
2015/1/19,8
2015/1/20,16
2015/1/21,4
2015/1/22,1
2015/1/23,3
2015/1/24,1
2015/1/26,7
2015/1/27,7
2015/1/28,4
2015/1/29,8
2015/1/30,1
2015/2/1,-1
2015/2/3,1
2015/2/4,1
2015/2/6,10
2015/2/7,1
2015/2/9,4
2015/2/10,-1
2015/2/11,7
2015/2/12,4
2015/2/13,2
2015/2/15,1
2015/2/16,1
2015/2/17,2
2015/2/18,1
2015/2/23,-1
2015/2/24,-1
2015/2/25,2
2015/2/26,4
2015/2/27,4
2015/2/28,1
2015/3/2,4
2015/3/3,1
2015/3/4,2
2015/3/5,4
2015/3/6,3
2015/3/9,2
2015/3/10,3
2015/3/11,4
2015/3/13,1
2015/3/14,-3
2015/3/16,1
2015/3/17,6
2015/3/18,5
2015/3/19,0
2015/3/20,1
2015/3/23,5
2015/3/24,3
2015/3/25,12
2015/3/26,12
2015/3/27,11
2015/3/28,2
2015/3/29,1
2015/3/30,-2
2015/4/1,1
2015/4/3,3
2015/4/5,1
2015/4/7,5
2015/4/8,1
2015/4/10,1
2015/4/11,1
2015/4/13,2
2015/4/14,-1
2015/4/15,2
2015/4/16,2
2015/4/17,1
2015/4/20,4
2015/4/21,3
2015/4/22,4
2015/4/23,7
2015/4/24,9
2015/4/25,1
2015/4/27,3
2015/4/28,5
2015/4/29,5
2015/4/30,5
2015/5/4,2
2015/5/5,1
2015/5/6,2
2015/5/7,2
2015/5/8,1
2015/5/9,2
2015/5/11,2
2015/5/12,8
2015/5/13,5
2015/5/14,0
2015/5/15,0
2015/5/18,1
2015/5/19,1
2015/5/20,2
2015/5/21,2
2015/5/25,5
2015/5/26,1
2015/5/27,1
2015/5/28,1
2015/5/29,1
2015/6/1,2
2015/6/2,0
2015/6/3,2
2015/6/4,1
2015/6/5,2
2015/6/8,0
2015/6/9,-1
2015/6/10,5
2015/6/11,3
2015/6/12,1
2015/6/15,1
2015/6/16,1
2015/6/17,4
2015/6/19,1
2015/6/21,1
2015/6/23,2
2015/6/25,1
2015/6/26,1
2015/7/2,-1
2015/7/6,1
2015/7/8,1
2015/7/10,4
2015/7/11,1
2015/7/13,10
2015/7/14,22
2015/7/15,4
2015/7/16,10
2015/7/17,5
2015/7/20,1
2015/7/21,7
2015/7/22,3
2015/7/23,5
2015/7/24,1
2015/7/27,4
2015/7/28,2
2015/7/29,4
2015/7/30,4
2015/7/31,1
2015/8/3,3
2015/8/4,1
2015/8/5,1
2015/8/6,2
2015/8/7,2
2015/8/10,1
2015/8/11,1
2015/8/12,2
2015/8/13,3
2015/8/14,1
2015/8/17,0
2015/8/18,1
2015/8/19,2
2015/8/20,4
2015/8/21,1
2015/8/23,1
2015/8/24,1
2015/8/25,1
2015/8/26,7
2015/8/27,3
2015/8/28,4
2015/8/31,4
2015/9/1,2
2015/9/2,4
2015/9/6,1
2015/9/7,1
2015/9/8,3
2015/9/9,3
2015/9/10,2
2015/9/11,5
2015/9/14,4
2015/9/15,5
2015/9/16,3
2015/9/17,4
2015/9/18,3
2015/9/21,2
2015/9/22,7
2015/9/23,4
2015/9/24,4
2015/9/25,1
2015/9/28,1
2015/9/29,3
2015/9/30,1
2015/10/7,-1
2015/10/8,1
2015/10/9,2
2015/10/10,2
2015/10/12,3
2015/10/13,2
2015/10/14,5
2015/10/15,3
2015/10/16,2
2015/10/19,5
2015/10/20,4
2015/10/21,4
2015/10/22,4
2015/10/23,2
2015/10/24,1
2015/10/26,1
2015/10/27,9
2015/10/28,8
2015/10/29,4
2015/10/30,5
2015/11/2,4
2015/11/3,6
2015/11/4,6
2015/11/5,5
2015/11/6,1
2015/11/9,3
2015/11/10,4
2015/11/11,8
2015/11/12,7
2015/11/13,1
2015/11/16,2
2015/11/17,5
2015/11/18,3
2015/11/19,5
2015/11/20,6
2015/11/22,1
2015/11/23,9
2015/11/24,6
2015/11/25,5
2015/11/26,3
2015/11/27,2
2015/11/29,1
2015/11/30,2
2015/12/1,1
2015/12/2,1
2015/12/3,3
2015/12/4,5
2015/12/5,-1
2015/12/7,6
2015/12/8,6
2015/12/9,4
2015/12/10,5
2015/12/11,5
2015/12/12,1
2015/12/14,3
2015/12/15,4
2015/12/16,3
2015/12/17,5
2015/12/18,3
2015/12/19,3
2015/12/20,1
2015/12/21,5
2015/12/22,5
2015/12/23,8
2015/12/24,6
2015/12/25,2
2015/12/27,1
2015/12/28,6
2015/12/29,9
2015/12/30,4
2015/12/31,10
2016/1/2,1
2016/1/4,3
2016/1/5,1
2016/1/6,6
2016/1/7,7
2016/1/8,10
2016/1/11,4
2016/1/12,3
2016/1/13,3
2016/1/14,7
2016/1/15,2
2016/1/16,-1
2016/1/18,2
2016/1/19,10
2016/1/20,14
2016/1/21,14
2016/1/22,2
2016/1/23,1
2016/1/24,1
2016/1/25,9
2016/1/26,4
2016/1/27,4
2016/1/28,5
2016/1/29,4
2016/1/30,1
2016/2/1,3
2016/2/2,4
2016/2/3,0
2016/2/4,2
2016/2/5,4
2016/2/6,2
2016/2/8,1
2016/2/9,-1
2016/2/14,1
2016/2/15,2
2016/2/16,9
2016/2/17,4
2016/2/18,4
2016/2/19,4
2016/2/20,1
2016/2/21,1
2016/2/22,9
2016/2/23,11
2016/2/24,9
2016/2/25,11
2016/2/26,6
2016/2/27,1
2016/2/29,4
2016/3/1,3
2016/3/2,6
2016/3/3,1
2016/3/4,3
2016/3/6,-1
2016/3/7,17
2016/3/8,-2
2016/3/9,6
2016/3/10,6
2016/3/11,5
2016/3/13,-2
2016/3/14,4
2016/3/15,10
2016/3/16,8
2016/3/17,2
2016/3/18,1
2016/3/20,1
2016/3/21,10
2016/3/22,4
2016/3/23,4
2016/3/24,1
2016/3/25,6
2016/3/28,4
2016/3/29,3
2016/3/30,8
2016/3/31,3
2016/4/1,3
2016/4/3,3
2016/4/4,2
2016/4/5,6
2016/4/6,18
2016/4/7,8
2016/4/8,5
2016/4/10,-2
2016/4/11,5
2016/4/12,2
2016/4/13,4
2016/4/14,3
2016/4/15,4
2016/4/16,-1
2016/4/18,2
2016/4/19,4
2016/4/20,2
2016/4/21,2
2016/4/22,5
2016/4/24,1
2016/4/25,3
2016/4/26,8
2016/4/27,1
2016/4/28,13
2016/4/29,6
2016/4/30,1
2016/5/2,1
2016/5/3,5
2016/5/4,2
2016/5/5,2
2016/5/6,-3
2016/5/9,1
2016/5/10,8
2016/5/11,1
2016/5/12,1
2016/5/13,0
2016/5/14,-1
2016/5/16,1
2016/5/17,2
2016/5/18,2
2016/5/19,2
2016/5/20,1
2016/5/23,2
2016/5/24,2
2016/5/25,1
2016/5/26,1
2016/5/27,3
2016/5/29,3
2016/5/30,-4
2016/5/31,3
2016/6/1,3
2016/6/2,-1
2016/6/3,1
2016/6/6,3
2016/6/7,2
2016/6/8,0
2016/6/13,2
2016/6/14,-1
2016/6/15,1
2016/6/16,4
2016/6/17,3
2016/6/20,1
2016/6/21,2
2016/6/22,2
2016/6/23,2
2016/6/24,3
2016/6/26,1
2016/6/27,0
2016/6/28,8
2016/6/29,2
2016/6/30,1
2016/7/1,2
2016/7/4,3
2016/7/5,0
2016/7/6,1
2016/7/7,2
2016/7/8,1
2016/7/9,1
2016/7/11,1
2016/7/12,-1
2016/7/13,1
2016/7/14,0
2016/7/15,1
2016/7/18,0
2016/7/19,6
2016/7/20,1
2016/7/21,2
2016/7/22,-1
2016/7/25,1
2016/7/26,1
2016/7/27,1
2016/7/29,2
2016/7/30,1
2016/8/1,1
2016/8/5,-1
2016/8/9,1
2016/8/10,1
2016/8/16,2
2016/8/18,3
2016/8/19,-3
2016/8/20,0
2016/8/25,2
2016/8/26,1
2016/8/29,4
2016/8/30,0
2016/8/31,1
2016/9/3,1
2016/9/4,1
2016/9/5,1
2016/9/6,1
2016/9/13,3
2016/9/14,1
2016/9/19,2
2016/9/20,1
2016/9/21,1
2016/9/29,1
2016/10/2,1
2016/10/4,1
2016/10/8,-1
2016/10/9,1
2016/10/10,1
2016/10/12,1
2016/10/19,2
2016/10/20,-1
2016/10/24,2
2016/10/26,3
2016/10/27,7
2016/10/28,8
2016/10/31,1
2016/11/1,1
2016/11/8,2
2016/11/9,1
2016/11/10,1
2016/11/11,2
2016/11/14,0
2016/11/15,-1
2016/11/17,1
2016/11/18,-1
2016/11/21,0
2016/11/22,2
2016/11/24,1
2016/11/28,2
2016/11/29,2
2016/11/30,1
2016/12/1,4
2016/12/2,1
2016/12/5,1
2016/12/6,4
2016/12/8,2
2016/12/9,2
2016/12/12,2
2016/12/13,-1
2016/12/17,1
2016/12/19,6
2016/12/20,1
2016/12/21,2
2016/12/22,-1
2016/12/25,1
2016/12/26,1
2016/12/28,3
2016/12/29,2
2016/12/30,1
2017/1/3,2
2017/1/4,1
2017/1/6,0
2017/1/7,-1
2017/1/8,-1
2017/1/10,0
2017/1/11,1
2017/1/13,1
2017/1/15,-1
2017/1/17,-1
2017/1/18,1
2017/1/19,4
2017/1/22,-1
2017/1/24,1
2017/1/25,1
2017/2/2,1
2017/2/3,1
2017/2/6,1
2017/2/7,1
2017/2/14,1
2017/2/15,-1
2017/2/16,1
2017/2/17,2
2017/2/20,1
2017/2/21,-2
2017/2/22,0
2017/2/23,5
2017/2/24,2
2017/2/27,3
2017/2/28,1
2017/3/1,2
2017/3/3,1
2017/3/4,2
2017/3/7,2
2017/3/8,2
2017/3/9,2
2017/3/10,-1
2017/3/12,1
2017/3/13,1
2017/3/14,3
2017/3/15,6
2017/3/16,5
2017/3/17,9
2017/3/19,1
2017/3/21,1
2017/3/22,1
2017/3/23,-2
2017/3/24,6
2017/3/27,3
2017/3/28,-2
2017/3/29,5
2017/3/31,1
2017/4/5,-5
2017/4/6,-1
2017/4/7,-1
2017/4/10,1
2017/4/11,1
2017/4/13,-1
2017/4/14,0
2017/4/16,1
2017/4/17,3
2017/4/18,4
2017/4/19,3
2017/4/20,5
2017/4/21,3
2017/4/24,5
2017/4/25,5
2017/4/26,7
2017/4/27,1
2017/4/28,2
2017/5/1,1
2017/5/2,5
2017/5/7,1
2017/5/8,4
2017/5/10,1
2017/5/11,1
2017/5/12,1
2017/5/14,1
2017/5/15,1
2017/5/16,1
2017/5/17,2
2017/5/18,4
2017/5/22,3
2017/5/23,1
2017/5/24,2
2017/5/25,1
2017/5/26,1
2017/5/30,1
2017/5/31,1
2017/6/2,2
2017/6/6,1
2017/6/7,1
2017/6/14,1
2017/6/15,4
2017/6/16,3
2017/6/18,2
2017/6/19,3
2017/6/20,2
2017/6/21,6
2017/6/22,4
2017/6/23,4
2017/6/25,1
2017/6/26,6
2017/6/27,11
2017/6/28,18
2017/6/29,11
2017/6/30,9
2017/7/6,4
2017/7/7,6
2017/7/9,1
2017/7/10,12
2017/7/11,8
2017/7/12,7
2017/7/13,-3
2017/7/14,2
2017/7/17,6
2017/7/18,7
2017/7/19,16
2017/7/20,26
2017/7/21,13
2017/7/23,1
2017/7/24,16
2017/7/25,8
2017/7/26,3
2017/7/27,11
2017/7/28,18
2017/7/29,4
2017/7/30,1
2017/7/31,13
2017/8/1,5
2017/8/2,7
2017/8/3,7
2017/8/4,5
2017/8/5,1
2017/8/7,6
2017/8/8,4
2017/8/9,9
2017/8/10,5
2017/8/11,1
2017/8/12,1
2017/8/13,1
2017/8/14,5
2017/8/15,3
2017/8/16,1
2017/8/17,5
2017/8/18,3
2017/8/19,1
2017/8/20,1
2017/8/21,7
2017/8/22,4
2017/8/23,5
2017/8/24,13
2017/8/25,16
2017/8/26,1
2017/8/27,6
2017/8/28,16
2017/8/29,8
2017/8/30,2
2017/8/31,3
2017/9/1,2
2017/9/3,3
2017/9/4,6
2017/9/5,1
2017/9/6,2
2017/9/7,4
2017/9/8,8
2017/9/11,8
2017/9/12,6
2017/9/13,3
2017/9/14,4
2017/9/15,2
2017/9/16,1
2017/9/18,8
2017/9/19,6
2017/9/20,9
2017/9/21,6
2017/9/22,3
2017/9/23,1
2017/9/24,1
2017/9/25,19
2017/9/26,11
2017/9/27,11
2017/9/28,7
2017/9/29,14
2017/9/30,3
2017/10/2,1
2017/10/4,1
2017/10/5,1
2017/10/6,3
2017/10/9,19
2017/10/10,6
2017/10/11,6
2017/10/12,8
2017/10/13,5
2017/10/16,5
2017/10/17,7
2017/10/18,18
2017/10/19,18
2017/10/20,6
2017/10/23,12
2017/10/24,6
2017/10/25,4
2017/10/26,5
2017/10/27,9
2017/10/29,2
2017/10/30,6
2017/10/31,4
2017/11/1,5
2017/11/2,6
2017/11/5,2
2017/11/6,8
2017/11/7,12
2017/11/8,2
2017/11/9,4
2017/11/10,5
2017/11/13,6
2017/11/14,1
2017/11/17,7
2017/11/20,15
2017/11/21,15
2017/11/22,5
2017/11/23,2
2017/11/24,1
2017/11/25,1
2017/11/26,4
2017/11/27,3
2017/11/28,7
2017/11/29,7
2017/11/30,3
2017/12/1,2
2017/12/3,0
2017/12/4,4
2017/12/5,5
2017/12/6,3
2017/12/7,5
2017/12/8,7
2017/12/11,5
2017/12/12,2
2017/12/13,1
2017/12/14,4
2017/12/15,5
2017/12/16,1
2017/12/18,5
2017/12/19,2
2017/12/20,5
2017/12/21,5
2017/12/22,3
2017/12/23,2
2017/12/24,1
2017/12/25,1
2017/12/26,5
2017/12/27,3
2017/12/28,3
2017/12/29,3
2018/1/2,3
2018/1/3,5
2018/1/4,3
2018/1/5,3
2018/1/8,8
